id,car,priceForKm,priceForTime,startDate,endDate,startPlace.latitude,startPlace.longitude,startPlace.adress,endPlaces,available
646352b8-6712-4614-9ec3-ba111ac138f0,,4.6,9.87,1573751291,1573830885,-19.1694375,46.7405959,Fuller,"[{""latitude"":51.7954009,""longitude"":30.2688788,""adress"":""Marquette""},{""latitude"":49.7917105,""longitude"":18.3442739,""adress"":""Prairieview""},{""latitude"":12.2328311,""longitude"":107.6216789,""adress"":""Duke""}]",true
5ebad9ee-d98a-4c22-aa5c-308376afa313,,8.9,5.68,1552728377,1560145675,41.3052226,-72.9268626,Talisman,"[{""latitude"":24.018269,""longitude"":114.987268,""adress"":""Heffernan""}]",true
d30e080d-fa5f-4131-a279-33bc0e391a11,,7.09,5.46,1552811442,1562823179,15.9475779,-85.6871451,Thierer,"[{""latitude"":30.3659761,""longitude"":50.7936301,""adress"":""Ruskin""},{""latitude"":35.490701,""longitude"":112.851831,""adress"":""Kingsford""},{""latitude"":46.5010451,""longitude"":15.1077845,""adress"":""Rusk""},{""latitude"":-34.6669709,""longitude"":-58.4373491,""adress"":""Tomscot""},{""latitude"":23.106401,""longitude"":113.459749,""adress"":""2nd""}]",false
1ebd0607-1d37-4468-896b-d583deaaaf50,,6.2,3.99,1569689986,1571227731,17.8579334,-93.1548091,Shoshone,"[{""latitude"":-23.006144,""longitude"":-46.8422385,""adress"":""Pearson""},{""latitude"":13.8211871,""longitude"":-60.9001934,""adress"":""Grim""},{""latitude"":-7.072846,""longitude"":112.906475,""adress"":""Novick""},{""latitude"":42.0438495,""longitude"":19.5731734,""adress"":""Anzinger""}]",false
0f218877-6250-466c-9c99-be1c341934a6,,4.05,4.93,1549507734,1552581994,52.32659,17.1790537,Russell,[],false
a76766fc-86dd-468f-86e4-5af807801226,,3.05,2.9,1560049389,1562017412,-3.9107889,-70.5160813,Dorton,"[{""latitude"":14.5686384,""longitude"":-88.8694951,""adress"":""Carpenter""},{""latitude"":6.2266087,""longitude"":125.1233876,""adress"":""Surrey""},{""latitude"":27.229632,""longitude"":115.135507,""adress"":""Northridge""}]",false
f5304f82-d619-4605-96a2-bbc7c6f64436,,3.62,9.54,1567161324,1574119796,53.3326454,-1.4631269,Graceland,"[{""latitude"":51.7059957,""longitude"":53.0515402,""adress"":""Monica""},{""latitude"":21.660935,""longitude"":109.207335,""adress"":""Knutson""}]",false
d18de4be-688c-4252-99b4-424ffd8ead85,,3.61,3.41,1568249056,1572162697,3.108333,101.6419959,Division,"[{""latitude"":46.1408985,""longitude"":2.8862985,""adress"":""Merry""},{""latitude"":40.1479131,""longitude"":44.4316784,""adress"":""Pine View""}]",false
7c05a079-af63-414a-b58e-501b7b7302bd,,3.17,1.92,1569670266,1573517290,6.4361438,122.0324423,Thierer,"[{""latitude"":49.9542636,""longitude"":16.1641685,""adress"":""Sullivan""}]",false
6d8c58c3-52ec-43ca-af23-15ff8fa07628,,7.83,2.19,1571336340,1571681753,-3.6846513,13.3500652,Judy,"[{""latitude"":49.8232218,""longitude"":21.3934539,""adress"":""Reindahl""}]",false
b6b030f3-64b6-461c-afab-1b027134de23,,5.59,1.74,1570610088,1571949892,50.0287787,21.7557084,Service,"[{""latitude"":""31.52057"",""longitude"":""34.97442"",""adress"":""Hauk""},{""latitude"":38.1663943,""longitude"":140.3006201,""adress"":""Gulseth""},{""latitude"":25.867345,""longitude"":55.0242519,""adress"":""Johnson""}]",true
2e242f42-9c1e-4fcd-a012-3346c7c8fb4e,,9.37,7.21,1568053395,1571584268,11.7469961,11.9661922,Mesta,"[{""latitude"":59.9149479,""longitude"":10.7362308,""adress"":""Shopko""},{""latitude"":41.217649,""longitude"":123.1966721,""adress"":""Mandrake""}]",false
919feed9-6c41-4be6-86f3-7305a82b1d21,,6.4,7.36,1570146855,1573453484,59.2695504,18.0574637,Hollow Ridge,"[{""latitude"":-28.9427186,""longitude"":-51.5507365,""adress"":""Wayridge""}]",false
2f746483-79ae-4942-8ccd-e2e97aa4de01,,7.94,6.95,1543024446,1573637565,8.1713638,-72.1712309,Dahle,"[{""latitude"":53.0809114,""longitude"":103.3256193,""adress"":""Reinke""},{""latitude"":13.9317086,""longitude"":99.7846002,""adress"":""Sugar""},{""latitude"":10.1980682,""longitude"":105.9464874,""adress"":""Stang""}]",true
6bbbeca6-5172-48df-a963-8ae0c2475f3a,,8.58,6.28,1549085301,1569088307,21.857958,111.982232,Cambridge,"[{""latitude"":32.460037,""longitude"":112.228897,""adress"":""Spohn""},{""latitude"":57.778556,""longitude"":14.1619341,""adress"":""Stang""},{""latitude"":36.0491557,""longitude"":120.2139413,""adress"":""Lindbergh""}]",true
5b67cd14-99e7-4aca-8cf4-ed6b59a70895,,6.38,8.09,1572656128,1573453234,47.6022755,6.2194418,Kedzie,[],false
35e5951d-0adc-4aa7-bfcf-097e24e0c997,,4.13,2.66,1545917835,1559307316,5.887247,-10.0303723,Fair Oaks,"[{""latitude"":8.301719,""longitude"":123.80651,""adress"":""2nd""},{""latitude"":31.385597,""longitude"":120.980736,""adress"":""Bayside""},{""latitude"":31.8127435,""longitude"":-9.3381766,""adress"":""Trailsway""},{""latitude"":45.0209955,""longitude"":42.9021581,""adress"":""Mayfield""},{""latitude"":19.6686032,""longitude"":-72.1268032,""adress"":""Lien""}]",true
5f47b82c-e6c5-4eb0-8dfe-317cef3c59df,,6.88,9.89,1565622220,1571394513,37.359264,115.408747,Dovetail,"[{""latitude"":52.0097259,""longitude"":-8.337871,""adress"":""Fairfield""},{""latitude"":""28"",""longitude"":""86.3"",""adress"":""Fordem""}]",false
2ec65f63-0d02-4e9f-9766-d0fc40bc7c82,,2.58,4.94,1547738910,1553923707,34.2540503,-6.5890166,Debra,"[{""latitude"":62.4468151,""longitude"":114.3182712,""adress"":""Thompson""},{""latitude"":""-6.8065"",""longitude"":""111.3806"",""adress"":""Bartelt""},{""latitude"":55.6776356,""longitude"":99.1467618,""adress"":""Kings""}]",false
0555f6ab-5416-43a0-b675-f637097f6c18,,2.26,9.36,1554275558,1568644854,13.7785321,100.681544,Farwell,"[{""latitude"":34.4311398,""longitude"":8.7756556,""adress"":""Rockefeller""}]",true
dab0100f-cefb-4d89-96cc-87d984162ff2,,5.95,2.75,1570008957,1572161850,34.14,-77.92,Anderson,[],false
b7e3b8e5-d6f3-4379-b53e-458f48bb8766,,2.18,6.29,1567729743,1569020401,56.1736341,37.4997448,Rockefeller,"[{""latitude"":""32.15363"",""longitude"":""35.27646"",""adress"":""Harbort""}]",false
ca6b7678-e350-4a24-8d1a-77fad2146ce3,,5.31,9.73,1570848477,1572119906,41.0394733,-8.5310302,Fordem,"[{""latitude"":11.042265,""longitude"":123.9418261,""adress"":""Shelley""},{""latitude"":-7.0368878,""longitude"":108.3489807,""adress"":""Iowa""}]",true
1d05f936-5186-4345-bc9b-ec1a457822fa,,4.59,3.9,1545519947,1557321855,38.7191234,-28.2519314,Banding,"[{""latitude"":66.3110843,""longitude"":14.1351449,""adress"":""Shelley""},{""latitude"":53.2107303,""longitude"":39.7425094,""adress"":""Evergreen""},{""latitude"":34.0578814,""longitude"":-118.3096648,""adress"":""Duke""},{""latitude"":47.9544744,""longitude"":-2.0532343,""adress"":""Hudson""},{""latitude"":32.388854,""longitude"":109.361864,""adress"":""Pierstorff""}]",true
51f0f325-6403-4548-9e25-92749cc37908,,4.1,2.95,1562314043,1565717049,50.4216642,14.3468802,Nevada,"[{""latitude"":-13.0331624,""longitude"":-46.7705781,""adress"":""Hudson""}]",false
de7ccc44-58c8-45d7-a976-8617e617d856,,2.26,8.56,1550929472,1572174880,10.1154358,105.2834404,Prairie Rose,"[{""latitude"":17.9567646,""longitude"":-102.1943485,""adress"":""Bellgrove""}]",false
ec8edb38-7450-46b8-a91e-9daa68ff5aed,,2.42,9.9,1554631543,1564705392,-7.6184408,110.8072159,Carpenter,"[{""latitude"":50.9210958,""longitude"":6.8968829,""adress"":""Graedel""},{""latitude"":35.735435,""longitude"":103.227908,""adress"":""Northview""},{""latitude"":54.3484483,""longitude"":20.168727,""adress"":""Pearson""},{""latitude"":9.9368373,""longitude"":123.9469641,""adress"":""Bultman""}]",true
5cc2e51e-cb97-42b6-bbcf-b36cb35a602f,,3.59,4.01,1547924755,1553169635,51.5116933,-0.0829051,1st,"[{""latitude"":-7.9060665,""longitude"":112.5201746,""adress"":""Harbort""},{""latitude"":45.2977605,""longitude"":2.5135985,""adress"":""Eastlawn""},{""latitude"":49.9713653,""longitude"":29.7636724,""adress"":""Forster""},{""latitude"":12.6757233,""longitude"":-86.571617,""adress"":""Warrior""},{""latitude"":57.3665832,""longitude"":61.4221758,""adress"":""6th""}]",true
6dec83d8-06c2-4248-a454-51ef32206d12,,7.86,8.1,1574014616,1574025694,41.1900203,-8.1419858,Mallard,"[{""latitude"":38.983236,""longitude"":106.383303,""adress"":""Wayridge""},{""latitude"":19.928174,""longitude"":110.883743,""adress"":""Arizona""},{""latitude"":20.0429063,""longitude"":110.354037,""adress"":""Starling""},{""latitude"":-6.2241971,""longitude"":106.8281984,""adress"":""Thompson""},{""latitude"":41.3052226,""longitude"":-72.9268626,""adress"":""Shoshone""}]",false
9e93e60a-6f95-4858-a8df-6c3c488115e8,,7.37,9.99,1573995128,1574016400,-23.062277,-54.1999693,Algoma,"[{""latitude"":51.3410301,""longitude"":22.753461,""adress"":""Eliot""},{""latitude"":2.1701072,""longitude"":21.4872092,""adress"":""Roxbury""},{""latitude"":51.8478427,""longitude"":42.4697909,""adress"":""Lien""},{""latitude"":16.2850333,""longitude"":95.6799816,""adress"":""Melvin""},{""latitude"":59.9050895,""longitude"":10.7673005,""adress"":""Fisk""}]",false
bd1463e4-f110-4eda-b813-8ed59916fc99,,3.74,8.0,1550241855,1553610429,40.4189904,19.9682943,Montana,[],false
3398a2ca-7632-4c8b-97da-a8ca23ca0a47,,1.1,7.21,1571605825,1574371987,52.0310393,85.8919042,Vernon,"[{""latitude"":6.7885037,""longitude"":124.8730516,""adress"":""Walton""},{""latitude"":51.8010382,""longitude"":29.4967759,""adress"":""Elgar""},{""latitude"":13.8694082,""longitude"":-89.8493309,""adress"":""Warbler""}]",false
5489c9d5-5864-45a6-a248-3dce40442178,,6.52,9.3,1551851313,1562194815,45.632343,5.112589,Muir,"[{""latitude"":-14.5246488,""longitude"":-49.1468996,""adress"":""Monument""},{""latitude"":-7.55,""longitude"":111.116667,""adress"":""Homewood""},{""latitude"":31.823845,""longitude"":121.507229,""adress"":""Memorial""},{""latitude"":43.7441795,""longitude"":2.511999,""adress"":""Sloan""},{""latitude"":-28.2446355,""longitude"":-48.6764133,""adress"":""Di Loreto""}]",true
5b1395b8-8d8c-453a-84fc-99a45748387d,,5.17,1.46,1571862074,1572205433,34.6796489,132.5509347,Kropf,"[{""latitude"":43.5053938,""longitude"":44.5834907,""adress"":""Lerdahl""}]",true
4df42bec-bd7d-41f6-8e87-43954a2754cb,,1.3,3.52,1563506370,1571144758,18.144657,-94.4189829,Truax,"[{""latitude"":50.7451251,""longitude"":14.3184521,""adress"":""Helena""},{""latitude"":41.5331853,""longitude"":-8.2524001,""adress"":""Warbler""},{""latitude"":55.6819119,""longitude"":37.7795228,""adress"":""Washington""},{""latitude"":51.9489686,""longitude"":5.8564699,""adress"":""Sage""},{""latitude"":40.0087986,""longitude"":-7.8461427,""adress"":""Glacier Hill""}]",false
6a748c77-3502-4fdc-af7c-9050de53fd16,,3.65,8.32,1561426253,1566613075,-13.7866658,14.687936,Mifflin,"[{""latitude"":14.6639812,""longitude"":121.022408,""adress"":""Northport""}]",true
24cf48f3-f21c-49de-a0bf-b5486f6250e7,,6.86,2.73,1557348261,1568340108,43.0429124,1.9038837,Thierer,"[{""latitude"":-3.1828365,""longitude"":-65.3807101,""adress"":""Main""},{""latitude"":16.8564272,""longitude"":120.7963702,""adress"":""Shelley""}]",false
92078515-b54f-41be-81a0-5c1c34d789d0,,4.49,4.79,1568320563,1571064625,50.003461,19.612945,Gina,"[{""latitude"":46.2222514,""longitude"":15.3126116,""adress"":""Reindahl""}]",true
c726d280-a342-41e3-a49d-21109da2e582,,5.02,5.25,1556410222,1566237273,1.393278,124.684196,Thierer,[],false
62ee8d18-6ad6-4188-86cf-9aff27de8199,,2.49,4.2,1567218714,1570177555,49.7683038,4.7189252,Russell,"[{""latitude"":45.638468,""longitude"":0.129895,""adress"":""Cordelia""},{""latitude"":28.447997,""longitude"":109.007094,""adress"":""Kennedy""},{""latitude"":20.8449115,""longitude"":106.6880841,""adress"":""Wayridge""}]",false
8977900a-22ef-4e77-b2aa-d2ab011f7cd3,,8.86,1.96,1560623541,1568975759,1.3573565,103.8832261,Bultman,"[{""latitude"":46.5919484,""longitude"":13.9234172,""adress"":""Hagan""},{""latitude"":19.5473972,""longitude"":-96.9121929,""adress"":""Veith""},{""latitude"":60.0043226,""longitude"":56.655672,""adress"":""Waxwing""},{""latitude"":9.2718747,""longitude"":-75.4636031,""adress"":""Evergreen""},{""latitude"":2.157713,""longitude"":100.8162,""adress"":""Di Loreto""}]",false
e22cea7d-4362-4c3f-88c0-6aa56b1d733e,,4.01,5.5,1565519958,1570463800,-6.9126426,112.0386945,Hollow Ridge,"[{""latitude"":37.7213799,""longitude"":-25.510372,""adress"":""Nova""}]",false
9daa25c5-994c-4f98-a394-6206b61a7272,,1.97,2.87,1559563787,1565338929,29.718419,104.585735,Cascade,[],true
7bc097a0-8c92-4d9e-8dcb-bdb2d3432b9b,,4.29,2.9,1562499757,1570571706,40.9838888,-5.6589414,Swallow,"[{""latitude"":57.8857887,""longitude"":12.3260421,""adress"":""Mandrake""},{""latitude"":-6.2307016,""longitude"":106.8827427,""adress"":""Dahle""},{""latitude"":29.276219,""longitude"":90.081241,""adress"":""Main""}]",true
37a8c0f6-c19d-4472-8d6e-2ad8b6fd5f31,,5.36,2.88,1563246456,1564961698,-7.7817534,-77.8688851,Talmadge,"[{""latitude"":43.4945737,""longitude"":5.8978018,""adress"":""Corscot""},{""latitude"":51.462471,""longitude"":86.01456,""adress"":""Northfield""},{""latitude"":35.5334785,""longitude"":135.2486671,""adress"":""Summer Ridge""},{""latitude"":41.6460816,""longitude"":42.3111341,""adress"":""Norway Maple""}]",true
0f205afe-bf61-4550-bcb4-6566cfbeda22,,7.08,2.23,1551750742,1554534862,59.9207975,20.9091298,Elmside,"[{""latitude"":60.6132796,""longitude"":15.6197152,""adress"":""Cody""},{""latitude"":53.2760162,""longitude"":-9.0248232,""adress"":""Hansons""},{""latitude"":11.7701438,""longitude"":8.4239055,""adress"":""Fairfield""},{""latitude"":23.9563274,""longitude"":113.1916737,""adress"":""Randy""}]",true
c0790011-4ca5-408f-a586-d3645a6998f7,,7.27,6.81,1564073342,1568005834,39.9931853,46.9949562,Stang,"[{""latitude"":14.5346437,""longitude"":121.0133007,""adress"":""Old Gate""}]",true
9f967fb1-7118-4aeb-9b3a-cdd004b52b0f,,6.98,7.69,1565222524,1567711091,-10.1097495,123.8020033,Nova,"[{""latitude"":46.8087637,""longitude"":1.6937962,""adress"":""Almo""}]",false
1e8d35c0-1f90-4fdb-a5f4-e146498e6bf4,,5.84,2.06,1560620476,1573376418,24.265926,116.081656,Marcy,"[{""latitude"":45.1604718,""longitude"":14.7725567,""adress"":""Mcbride""},{""latitude"":39.95,""longitude"":-75.18,""adress"":""Raven""}]",false
b71aa956-019f-47a6-be1b-b079d8b4a214,,4.94,6.63,1562497903,1564368207,57.7166133,11.9015778,Towne,"[{""latitude"":8.070619,""longitude"":22.3948737,""adress"":""Shasta""},{""latitude"":-8.412375,""longitude"":117.144997,""adress"":""Walton""},{""latitude"":13.0842191,""longitude"":123.2970961,""adress"":""Dovetail""},{""latitude"":29.2673269,""longitude"":51.2317711,""adress"":""Melody""},{""latitude"":65.2674812,""longitude"":27.5126688,""adress"":""Jackson""}]",true
bf300c19-e698-4837-a0eb-f8cc010a8bb3,,6.7,7.22,1547583735,1550090362,15.2338798,-61.3567483,Miller,"[{""latitude"":""-7.4301"",""longitude"":""108.7146"",""adress"":""Rieder""},{""latitude"":45.0934491,""longitude"":-73.9764283,""adress"":""Sage""},{""latitude"":""34.12583"",""longitude"":""70.70778"",""adress"":""Garrison""},{""latitude"":38.2122481,""longitude"":140.3246377,""adress"":""Sunfield""},{""latitude"":-22.7561319,""longitude"":-43.4607419,""adress"":""Dakota""}]",true
178cbf31-9d5b-4665-9725-a37bdaba0de4,,9.11,2.99,1569684677,1572762577,39.0107208,-9.285291,Crownhardt,"[{""latitude"":43.4714875,""longitude"":-80.5494007,""adress"":""Parkside""},{""latitude"":5.4602321,""longitude"":95.3900288,""adress"":""Springs""}]",true
f7584f5c-f5a3-4fee-b32d-74f99c9371ac,,5.96,3.84,1558798234,1563483121,28.292519,117.245497,Brentwood,[],true
3a59df76-0d69-4aa0-9599-18c4aad7cf4c,,4.61,2.94,1561432358,1572241369,30.5651672,31.1578769,Graceland,"[{""latitude"":18.3653596,""longitude"":-76.8922729,""adress"":""Michigan""},{""latitude"":-6.9325697,""longitude"":109.6579791,""adress"":""Gale""},{""latitude"":49.8917522,""longitude"":19.0205284,""adress"":""Eggendart""},{""latitude"":34.1230021,""longitude"":35.6519282,""adress"":""Packers""},{""latitude"":36.4027362,""longitude"":139.0015333,""adress"":""Warrior""}]",true
e0f72830-f15b-4309-a9f1-97d583e39efd,,2.18,1.34,1551988839,1568501597,29.519664,116.854021,2nd,"[{""latitude"":61.063264,""longitude"":42.0892601,""adress"":""American""},{""latitude"":48.8048649,""longitude"":2.1203554,""adress"":""Wayridge""},{""latitude"":40.4989376,""longitude"":22.5415237,""adress"":""Crescent Oaks""},{""latitude"":38.689897,""longitude"":115.780626,""adress"":""Declaration""},{""latitude"":""26.86889"",""longitude"":""109.09528"",""adress"":""Dryden""}]",false
95416d8f-acd4-437e-badc-f3506fd14bcc,,8.7,2.8,1563052947,1572884490,16.1091703,120.0885626,Sachs,"[{""latitude"":-9.9836173,""longitude"":124.4420073,""adress"":""American""}]",true
3332ee25-6239-4c66-adea-6c1b017cf60d,,7.09,2.26,1557962867,1559403033,50.1884422,14.0403745,Golf Course,[],false
c7acf4b8-9621-4f2a-852b-f4a8e812acca,,3.28,2.86,1552215310,1552387447,51.0888487,24.526718,Springview,"[{""latitude"":14.731859,""longitude"":121.698077,""adress"":""Surrey""},{""latitude"":-15.18339,""longitude"":-72.858932,""adress"":""Randy""},{""latitude"":-25.6801783,""longitude"":-53.5419225,""adress"":""Doe Crossing""},{""latitude"":41.6247751,""longitude"":0.5588787,""adress"":""Kinsman""}]",false
9f17858b-e21a-42a5-baed-6305e43bd97e,,8.27,4.94,1571645713,1573322889,54.0058465,17.7763729,Schmedeman,"[{""latitude"":30.39194,""longitude"":114.894843,""adress"":""Tennyson""},{""latitude"":23.7247599,""longitude"":108.8076195,""adress"":""Dwight""},{""latitude"":15.0026671,""longitude"":-88.751805,""adress"":""Crescent Oaks""},{""latitude"":37.5096505,""longitude"":-8.0644068,""adress"":""Linden""}]",true
802d9b75-3e50-4a9f-b8d3-b6656f76ea4e,,6.69,2.09,1544413402,1566068616,49.7523172,18.1313741,Tomscot,"[{""latitude"":-21.7112092,""longitude"":165.8299327,""adress"":""Debra""},{""latitude"":1.4604431,""longitude"":125.1859924,""adress"":""Dunning""},{""latitude"":14.5016958,""longitude"":121.042743,""adress"":""Surrey""},{""latitude"":8.5057205,""longitude"":125.9772286,""adress"":""Bowman""},{""latitude"":54.1439356,""longitude"":39.7408655,""adress"":""Novick""}]",false
2a96029e-f66d-4ae2-bbc3-590476cada76,,7.57,2.35,1551006593,1562040638,28.845626,104.969882,Loftsgordon,"[{""latitude"":41.3895075,""longitude"":60.3414529,""adress"":""Dovetail""},{""latitude"":""32.1426"",""longitude"":""35.28774"",""adress"":""Badeau""},{""latitude"":49.2849107,""longitude"":-122.8677562,""adress"":""Waxwing""},{""latitude"":13.1984059,""longitude"":-88.0534236,""adress"":""7th""},{""latitude"":19.6612408,""longitude"":-99.0795719,""adress"":""Leroy""}]",true
5a7d990c-3520-4e07-89eb-2290d328ab60,,2.22,9.59,1570001386,1570163907,29.689847,121.28259,Buhler,"[{""latitude"":10.6253016,""longitude"":103.5233963,""adress"":""Lake View""},{""latitude"":-6.361128,""longitude"":39.453159,""adress"":""Stoughton""},{""latitude"":44.346784,""longitude"":5.8855505,""adress"":""Arapahoe""}]",true
7265f611-7d30-44bb-ac42-545f498cc23e,,2.64,5.7,1556923687,1563855286,37.800886,-25.6125131,Shelley,"[{""latitude"":-26.400429,""longitude"":31.1824925,""adress"":""Vahlen""},{""latitude"":31.138677,""longitude"":120.645158,""adress"":""Caliangt""},{""latitude"":51.1081572,""longitude"":15.583895,""adress"":""Cottonwood""}]",false
f9b00d39-1a02-4412-b311-86bbfc94283a,,8.51,5.28,1547111463,1565443373,16.2588381,103.5668302,Loomis,"[{""latitude"":43.1405124,""longitude"":21.2734409,""adress"":""Randy""}]",false
0d66b39b-e81a-4d3c-84f1-aa093648744c,,5.74,9.39,1566452543,1568042583,31.3011339,121.4741381,Grover,[],false
327bf806-8452-4744-bf21-d5764110f14f,,6.27,5.14,1545082925,1572424453,-21.2399347,-43.7764925,Karstens,[],false
