id,carLicensePlate,users,offerId,startPlace.latitude,startPlace.longitude,startPlace.country,endPlace.latitude,endPlace.longitude,endPlace.country,startDate,endDate,suggestedEndPlaces,kmTraveled,status,priceBalance,depositBalance,rewardBalance,startedBy,score,finishedBy,checkedBy,seats,rentForTime,totalPrice,observations,startPlace.startTime,startPlace.kmTraveled,startPlace.totalPrice
c5101a72-459a-4748-ba29-e712e25a9939,JH4CW2H5XCC717031,"[{""userId"":""Amalea"",""passengers"":2},{""userId"":""Siana"",""passengers"":1},{""userId"":""Gwenora"",""passengers"":1},{""userId"":""Genna"",""passengers"":2},{""userId"":""Parsifal"",""passengers"":1}]",c6c85209-90e8-4df9-b0c7-c1b7af4b8fe6,49.8232218,21.3934539,Polska,52.5112898,6.092908,Nederland,1571312548,1571398948,{},75.97,2,0,24.09,0,{},[],[],[],0,false,83.98,Monitored optimizing budgetary management,undefined,undefined,undefined
c2ceb34b-3d69-4514-b8fa-1bf5c9d67419,3C63DRML0CG647872,"[{""userId"":""Maryrose"",""passengers"":2},{""userId"":""Cristobal"",""passengers"":2},{""userId"":""Davida"",""passengers"":2},{""userId"":""Seymour"",""passengers"":1},{""userId"":""Beverie"",""passengers"":1}]",b6b030f3-64b6-461c-afab-1b027134de23,50.0287787,21.7557084,Polska,35.00394,104.634983,中国,1570610088,1570692888,{},16.05,2,0,155.91,0,{},[],[],[],0,true,103.13,Mandatory didactic hierarchy,undefined,undefined,undefined
0312c0be-37ef-4bed-931e-d2764ffa7fd6,SCBFT7ZA9DC370568,"[{""userId"":""Towny"",""passengers"":2},{""userId"":""Merilyn"",""passengers"":2},{""userId"":""Tallie"",""passengers"":1}]",2466a4e2-cc16-4216-b8fa-35ab9923b9ce,48.8693156,2.3501981,France,32.169335,119.19095,中国,1560968314,1561040314,{},189.96,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":29.689847,""longitude"":121.28259},""moment"":1561065514,""state"":0,""user"":""Nataline""}]",2,true,170.28,Proactive disintermediate data-warehouse,undefined,undefined,undefined
fff94498-2b1e-4d10-9b7c-8260474ae264,2G61T5S32E9394536,"[{""userId"":""Anders"",""passengers"":1},{""userId"":""Elfreda"",""passengers"":1},{""userId"":""Peyton"",""passengers"":2}]",dd35562d-1b03-40a8-ba67-4b7855da0504,-8.0246687,112.5066293,Indonesia,-21.120123,-42.9426188,Brasil,1565798958,1565878158,{},41.07,2,0,198.49,0,{},[],[],[],0,false,41.79,Pre-emptive didactic capability,undefined,undefined,undefined
d16b291d-12aa-4ef1-b7fe-c896f526c539,2C3CCASG2DH219018,"[{""userId"":""Gilly"",""passengers"":2},{""userId"":""Sheeree"",""passengers"":2},{""userId"":""Lanae"",""passengers"":2}]",4e2ceeb7-663e-41e8-9199-aa839b64d598,31.364042,108.520914,中国,50.7338713,16.0708309,Polska,1567275974,1567297574,{},156.27,4,0,0,0,{},[],[],[],3,false,36.05,Object-based value-added analyzer,undefined,undefined,undefined
184747df-76ef-41e6-b9eb-f420a8425d53,1G6DJ5E30D0747248,"[{""userId"":""Menard"",""passengers"":2},{""userId"":""Mathilda"",""passengers"":1},{""userId"":""Robb"",""passengers"":1},{""userId"":""Farris"",""passengers"":2}]",6e9ce9e0-7899-4804-9ada-f521b4dfda37,-9.147484,33.79272,Tanzania,40.7074498,14.8046066,Italia,1551704452,1551765652,{},196.94,4,0,0,0,{},[],[],[],0,true,149.42,Enhanced content-based strategy,undefined,undefined,undefined
7dcab6fd-af6e-4f60-be1e-cfda32bf3351,3C63DRML0CG647872,"[{""userId"":""Isidoro"",""passengers"":2},{""userId"":""Gerda"",""passengers"":2},{""userId"":""Nero"",""passengers"":1},{""userId"":""Heinrick"",""passengers"":2},{""userId"":""Abbott"",""passengers"":1}]",a29c5160-3511-49df-804a-d07621a7be9d,51.598999,109.580475,Россия,29.655143,121.406995,中国,1555095164,1555095164,{},12.09,4,0,0,0,{},[],[],[],0,false,41.14,Ameliorated clear-thinking analyzer,undefined,undefined,undefined
8d99b0ba-452a-409a-8c8e-d05eb22a5eb2,WBA1K5C50FV589126,"[{""userId"":""Yvor"",""passengers"":2},{""userId"":""Cheryl"",""passengers"":1}]",e22cea7d-4362-4c3f-88c0-6aa56b1d733e,-6.9126426,112.0386945,Indonesia,-5.8508719,13.4627375,République démocratique du Congo,1565519958,1565581158,{},109.3,0,42.45,13.27,47.25,{},[],[],[],2,true,31.55,Configurable background archive,undefined,undefined,undefined
f7fbe59b-d1cc-405c-8cfe-7bb7afef32dd,WAUHF98P08A315925,"[{""userId"":""Holly"",""passengers"":2},{""userId"":""Leona"",""passengers"":1},{""userId"":""Asher"",""passengers"":2},{""userId"":""Jeramey"",""passengers"":2}]",0410095b-7b67-4fd1-8232-89973743bc3f,41.321246,19.470567,Shqipëria,39.207953,117.115904,中国,1549222122,1549240122,{},176.52,2,0,174.34,0,{},[],[],[],2,true,138.71,Enterprise-wide optimal framework,undefined,undefined,undefined
11a38a9b-aa69-45e4-a222-bc72a5a6dead,JN1BV7AP3FM072443,"[{""userId"":""Kellia"",""passengers"":1}]",3d81bae5-7d41-4846-b919-450ff81b1410,8.296968,30.1531568,South Sudan,1.3031434,101.0259275,Indonesia,1570537399,1570612999,{},42.41,4,0,0,0,{},[],[],[],0,false,61.89,Assimilated asymmetric encryption,undefined,undefined,undefined
f29434cd-d8f5-4df9-aa4b-d9806d1baffd,SCFBF04B98G334860,"[{""userId"":""Nelly"",""passengers"":2},{""userId"":""Tadeas"",""passengers"":2},{""userId"":""Kimberli"",""passengers"":1},{""userId"":""Adriaens"",""passengers"":1},{""userId"":""Imelda"",""passengers"":1}]",eb0dd9e1-4649-424d-8d50-10adee04a2b2,-9.7219,119.2998,Indonesia,38.665105,112.032036,中国,1571793124,1571875924,{},141.83,4,0,0,0,{},[],[],[],1,false,100.53,Progressive modular framework,undefined,undefined,undefined
c116035e-652a-4e3c-90ea-bfabde818fd2,5UXZV8C52BL735366,"[{""userId"":""Aidan"",""passengers"":2},{""userId"":""Zebulon"",""passengers"":1},{""userId"":""Sibby"",""passengers"":2}]",39ef652f-c7cc-42b4-8937-5655722933b0,46.3601437,32.3522621,Україна,59.3814076,17.9744029,Sverige,1555584018,1555641618,{},145.01,1,133.78,60.03,145.82,{},[],[],[],2,true,92.25,Digitized 24/7 open architecture,undefined,undefined,undefined
c9bca692-4c63-4804-9144-2d95c9167bc3,WAUHE78P59A429685,"[{""userId"":""Everard"",""passengers"":1},{""userId"":""Caressa"",""passengers"":1},{""userId"":""Nappie"",""passengers"":1},{""userId"":""Jephthah"",""passengers"":2},{""userId"":""Joyann"",""passengers"":1}]",2ceaeaa9-84ff-496c-9175-d8c34a9eae27,42.0876245,-8.2745719,Portugal,49.325426,17.1732655,Česko,1570042692,1570042692,{},33.35,0,194.58,174.31,2.74,{},[],[],[],2,false,8.14,Open-source value-added orchestration,undefined,undefined,undefined
06f73313-64a9-42ce-86f0-320a6481fe6d,2HNYD2H44DH744853,"[{""userId"":""Godfrey"",""passengers"":1},{""userId"":""Arie"",""passengers"":2},{""userId"":""Markos"",""passengers"":1}]",c3dd52f4-06c3-4da9-8fbf-4f2a59f6fe8c,-15.6093293,-72.0896229,Perú,-6.8898362,109.6745916,Indonesia,1547822813,1547887613,{},158.92,4,0,0,0,{},[],[],[],1,true,32.99,Synergized empowering alliance,undefined,undefined,undefined
6b5e8595-676b-4cac-81e1-019b7cc8d8a8,WBANE73536B974461,"[{""userId"":""Thedrick"",""passengers"":1},{""userId"":""Shamus"",""passengers"":2},{""userId"":""Mellie"",""passengers"":1},{""userId"":""Ardith"",""passengers"":2}]",9e195589-f236-4c1c-b9c7-4c2ebf72cebd,23.701262,117.430061,中国,-19.4021302,46.9537969,Madagasikara,1552574239,1552631839,{},146.7,0,64.58,182.45,166.01,{},[],[],[],2,true,138.22,Progressive maximized leverage,undefined,undefined,undefined
bcbfd46e-1c57-45b1-9bb5-5d2190c9f90c,SALWG2WF2EA511930,"[{""userId"":""Wolfie"",""passengers"":2},{""userId"":""Haven"",""passengers"":1},{""userId"":""Nomi"",""passengers"":1}]",03e21ed2-8aba-4111-869e-30125bb5395c,49.0701119,16.4649242,Česko,-8.3243906,122.9846079,Indonesia,1552548480,1552573680,{},142.44,1,194.69,145.51,59.74,{},[],[],[],0,false,70.03,Mandatory fresh-thinking analyzer,undefined,undefined,undefined
b34487f3-67c9-4920-9992-e20454b0b32e,2T1BURHE0EC885377,"[{""userId"":""Danya"",""passengers"":1}]",5c8f46d7-71e9-4bed-b467-99dcfae79eef,23.027797,114.950182,中国,-6.7919,111.9161,Indonesia,1567168596,1567244196,{},72.72,2,0,165.91,0,{},[],[],[],0,true,81.18,Object-based even-keeled algorithm,undefined,undefined,undefined
8aee5887-3ae3-4225-838e-90d6b98fbc55,1GYFC43579R642542,"[{""userId"":""Davide"",""passengers"":2},{""userId"":""Orelle"",""passengers"":2}]",7da83769-5b38-4f08-a396-a0b40ce37760,-1.9735657,113.6799766,Indonesia,-2.7529366,33.9164563,Tanzania,1565492730,1565553930,{},153.68,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":-4.4564351,""longitude"":-81.2821647},""moment"":1565622330,""state"":0,""user"":""Ondrea""}]",1,false,22.4,Open-architected encompassing internet solution,undefined,undefined,undefined
a004531d-680c-446a-b795-7ebe65b529b7,5GAKVDED1CJ554726,"[{""userId"":""Abram"",""passengers"":1},{""userId"":""Bayard"",""passengers"":2}]",dc4ad973-0240-4711-a9a4-fc70bb1ad95d,12.225759,21.4126837,Tchad تشاد,-7.3630592,108.7066398,Indonesia,1555941791,1555995791,{},152.26,0,13.84,133.1,145.97,{},[],[],[],3,false,49.41,Managed 5th generation workforce,undefined,undefined,undefined
e2ffd13b-6264-4386-9966-4a20f1b40eb7,WBAVC73577K556251,"[{""userId"":""Fonzie"",""passengers"":1},{""userId"":""Akim"",""passengers"":1},{""userId"":""Waldon"",""passengers"":2}]",fbac957e-d4c8-4145-8899-d98c65494bdd,30.264139,122.226237,中国,-25.408157,-57.2875097,Paraguay,1569364790,1569393590,{},130.81,1,73.16,111.15,109.58,{},[],[],[],3,false,103.01,Re-contextualized incremental definition,undefined,undefined,undefined
dcc17d41-acbf-4ad6-9444-70e534f80f6c,WAUMF68P86A922245,"[{""userId"":""Cos"",""passengers"":1},{""userId"":""Verney"",""passengers"":1}]",b9bfd85d-5bde-4ae8-b2e1-4c2682590b54,-13.7557949,-172.3051657,Sāmoa,10.7330518,14.6004911,Cameroun,1562220678,1562274678,{},176.87,1,56.79,18.78,6.79,{},[],[],[],3,true,170.43,Ameliorated mobile analyzer,undefined,undefined,undefined
29bbe818-4979-4747-bfdb-5b7b7a321c1e,2B3CL5CT9BH088733,"[{""userId"":""Aylmer"",""passengers"":1},{""userId"":""Cornell"",""passengers"":2},{""userId"":""Audy"",""passengers"":2},{""userId"":""Thedrick"",""passengers"":1},{""userId"":""Vanya"",""passengers"":1}]",52f72f8f-1c38-44b8-aab2-645d3dd17829,54.9137734,33.2971034,Россия,14.6688068,121.1138058,Philippines,1571835532,1571839132,{},135.57,2,0,192.97,0,{},[],[],[],0,false,69.29,Face to face scalable strategy,undefined,undefined,undefined
b444c83e-399c-4e95-b7df-f53b3acccdb0,SALWG2WF2EA511930,"[{""userId"":""Mayor"",""passengers"":2},{""userId"":""Basil"",""passengers"":2}]",8d0b3ef2-f92c-445d-a0a5-3c96d9f23f8e,51.9038827,23.1771438,Polska,-7.4417327,111.1056539,Indonesia,1561640880,1561658880,{},13.12,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":-7.3505808,""longitude"":108.2171633},""moment"":1561709280,""state"":1,""user"":""Reuben""},{""coordinate"":{""latitude"":40.8016728,""longitude"":44.891109},""moment"":1561705680,""state"":1,""user"":""Rick""},{""coordinate"":{""latitude"":49.1931313,""longitude"":-0.3907558},""moment"":1561669680,""state"":1,""user"":""Nikita""},{""coordinate"":{""latitude"":""46.2286"",""longitude"":""-73.01917""},""moment"":1561669680,""state"":1,""user"":""Stuart""}]",0,true,83.8,Open-source empowering customer loyalty,undefined,undefined,undefined
693495d1-7f69-4f69-a19f-6a1922380df3,JN1AZ4EH6DM632311,"[{""userId"":""Sher"",""passengers"":1}]",343566a4-af40-4cb8-b6b0-91834a279cc5,13.0427506,100.9345401,ประเทศไทย,-18.4315276,-39.9322068,Brasil,1553908723,1553951923,{},6.64,0,69.5,113.91,52.62,{},[],[],[],2,false,144.82,Focused exuding database,undefined,undefined,undefined
f40c99de-019a-4056-ac0d-fe5e157a735e,JN8AE2KP4D9477256,"[{""userId"":""Kelcy"",""passengers"":1},{""userId"":""Bonnibelle"",""passengers"":1},{""userId"":""Janette"",""passengers"":2},{""userId"":""Alia"",""passengers"":2}]",3efae122-667d-43ca-b594-bd2cad265d24,43.4945737,5.8978018,France,56.1644128,12.8833299,Sverige,1559102971,1559142571,{},76.61,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":43.4945737,""longitude"":5.8978018},""moment"":1559214571,""state"":1,""user"":""Currie""}]",0,true,31.82,Quality-focused next generation projection,undefined,undefined,undefined
35ea11b8-159b-41bd-8aa1-de497cd18cd7,WBAAV53461F161353,"[{""userId"":""Jerri"",""passengers"":1},{""userId"":""Debby"",""passengers"":1}]",b03be512-8ac0-47fb-b7c8-22ab6410ba70,19.4840721,-99.2304004,México,-6.9569954,112.5408991,Indonesia,1543826940,1543848540,{},55.94,2,0,74.21,0,{},[],[],[],1,false,123.69,User-centric bi-directional capability,undefined,undefined,undefined
3e75fe64-eeb1-4fbd-b12a-7bc04f16b7cb,WAUVVAFR6AA682538,"[{""userId"":""Maud"",""passengers"":1},{""userId"":""Imelda"",""passengers"":1},{""userId"":""Merilyn"",""passengers"":1}]",110990b9-43f9-4d93-9110-a651e065bcfb,14.4588552,121.001601,Philippines,41.0872247,-8.1084595,Portugal,1546164454,1546214854,{},28.54,4,0,0,0,{},[],[],[],2,false,128.43,Up-sized system-worthy model,undefined,undefined,undefined
d515f0d6-f94d-464f-af97-35adee5980c1,WAUDN74F08N917803,"[{""userId"":""Dulciana"",""passengers"":1},{""userId"":""Gwenora"",""passengers"":1},{""userId"":""Cece"",""passengers"":1}]",4c496c3e-1361-48f1-a524-51bb820ab92e,31.528143,62.7897132,افغانستان,54.134434,51.5316589,Россия,1566843296,1566875696,{},90.68,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":-23.4739979,""longitude"":-53.088539},""moment"":1566929696,""state"":1,""user"":""Bronnie""},{""coordinate"":{""latitude"":56.67925,""longitude"":12.9321834},""moment"":1566882896,""state"":0,""user"":""Gary""},{""coordinate"":{""latitude"":54.3817334,""longitude"":18.2912258},""moment"":1566922496,""state"":0,""user"":""Vitoria""},{""coordinate"":{""latitude"":42.6930655,""longitude"":24.4496426},""moment"":1566926096,""state"":0,""user"":""Katey""},{""coordinate"":{""latitude"":59.3449175,""longitude"":17.9492451},""moment"":1566886496,""state"":1,""user"":""Zilvia""}]",3,false,101.26,Public-key uniform moratorium,undefined,undefined,undefined
df8f558b-34ab-4f1b-9041-16fb9e4f17ec,WBAVB13556K145686,"[{""userId"":""Margaretta"",""passengers"":2},{""userId"":""Hobard"",""passengers"":2},{""userId"":""Karlotta"",""passengers"":2}]",f31a4ecc-dd87-402d-8956-e1fc13d85d12,53.1980031,19.6444061,Polska,15.0140045,-87.931855,Honduras,1564784971,1564792171,{},31.14,2,0,111.57,0,{},[],[],[],0,false,47.39,Integrated secondary function,undefined,undefined,undefined
9a312bd2-0816-4ff8-bfad-0064375523a8,WBAFR9C53DC262429,"[{""userId"":""Danell"",""passengers"":1},{""userId"":""Felecia"",""passengers"":1}]",89d49005-a82c-418c-8ca7-cd4baf901367,-23.9145043,-46.8486857,Brasil,39.664138,-8.5173008,Portugal,1546110403,1546175203,{},48.17,4,0,0,0,{},[],[],[],0,false,21.58,Polarised client-driven attitude,undefined,undefined,undefined
3a0e4a60-53da-4c7a-a31e-f845454e81e7,1J4RG4GK9AC235024,"[{""userId"":""Sascha"",""passengers"":1}]",1e8d35c0-1f90-4fdb-a5f4-e146498e6bf4,24.265926,116.081656,中国,23.561222,116.074362,中国,1560620476,1560663676,{},37.11,0,90.35,18.06,180.96,{},[],[],[],1,false,25.55,Optimized background task-force,undefined,undefined,undefined
5a6bebfb-d73d-4bcd-b20e-582cf2f8b31c,JH4CU25679C729262,"[{""userId"":""June"",""passengers"":1},{""userId"":""Evvie"",""passengers"":1}]",51f0f325-6403-4548-9e25-92749cc37908,50.4216642,14.3468802,Česko,-7.355927,110.6422198,Indonesia,1562314043,1562357243,{},81.11,1,16.52,86.37,88.69,{},[],[],[],1,true,184.16,Self-enabling heuristic migration,undefined,undefined,undefined
c08dab24-9734-4af8-96d0-e07c4dd123fc,1FTMF1C8XAK123900,"[{""userId"":""Hermann"",""passengers"":1},{""userId"":""Correy"",""passengers"":1}]",9b1f61a8-d20c-4a97-91a6-32bcbcdf07e0,40.6057199,-8.6883541,Portugal,42.71068,26.9786398,Бългaрия,1564786564,1564836964,{},102.53,1,129.59,42.36,157.25,{},[],[],[],1,false,126.31,Customer-focused clear-thinking infrastructure,undefined,undefined,undefined
e1b3ad5f-ab74-400f-9b58-eb1948cd0a88,JH4CU2E82EC411285,"[{""userId"":""Darrelle"",""passengers"":1},{""userId"":""Marillin"",""passengers"":1},{""userId"":""Wainwright"",""passengers"":2},{""userId"":""Shannon"",""passengers"":1}]",1bb56f2f-de10-456d-8fc8-973d51076b44,41.549665,-7.3871483,Portugal,53.1310185,-6.7449927,Éire / Ireland,1574008379,1574008379,{},199.78,1,149.13,140.79,69.46,{},[],[],[],2,true,53.29,Intuitive impactful productivity,undefined,undefined,undefined
32d19662-7250-422e-917b-d6ec87d51921,WAUKH74F58N879192,"[{""userId"":""Cornell"",""passengers"":2}]",e1564541-433d-4e39-b1da-38fab2a597d0,54.8151488,20.2520662,Россия,-23.207633,-47.2997218,Brasil,1573496756,1573575956,{},54.26,4,0,0,0,{},[],[],[],0,false,10.68,Advanced national data-warehouse,undefined,undefined,undefined
764949d9-8c5c-4013-b76c-228d885876fc,3GYFK12299G284093,"[{""userId"":""Jacquelin"",""passengers"":1}]",0764f32c-4223-45da-9aed-4b427f7534b3,17.1782591,102.5704008,ประเทศไทย,24.489685,105.093908,中国,1566458421,1566537621,{},81.46,0,143.81,65.41,24.22,{},[],[],[],1,true,12.44,Multi-layered system-worthy architecture,undefined,undefined,undefined
4e0f1115-5176-4d3d-a346-9c164ec6c2c8,WAUMGAFL9EA878318,"[{""userId"":""Ferdy"",""passengers"":2},{""userId"":""Eugen"",""passengers"":1},{""userId"":""Gae"",""passengers"":2},{""userId"":""Kellie"",""passengers"":2}]",6ab9b28e-0b4f-4fe8-affd-144c528bb94a,-27.780531,-54.2362302,Brasil,39.6352297,-8.6888467,Portugal,1564875139,1564950739,{},106.79,2,0,152.18,0,{},[],[],[],0,true,72.01,Digitized object-oriented encoding,undefined,undefined,undefined
4e7a1848-da2d-49cd-b1e4-98b323ee48c9,SCBBR93W58C638227,"[{""userId"":""Kissee"",""passengers"":2},{""userId"":""Arri"",""passengers"":2}]",0e6f7823-8e2c-4d67-bc91-f2320492ca24,12.3640592,13.8277397,Nigeria,33.9255183,-83.9214896,United States,1566070333,1566120733,{},27.23,2,0,173.73,0,{},[],[],[],0,true,48.77,Multi-channelled solution-oriented archive,undefined,undefined,undefined
cec76769-fbfd-4a74-912b-aaa8957b7e23,1FAHP3FNXAW132917,"[{""userId"":""Glen"",""passengers"":2},{""userId"":""Ev"",""passengers"":1},{""userId"":""Aidan"",""passengers"":2},{""userId"":""Danell"",""passengers"":2},{""userId"":""Constantino"",""passengers"":1}]",7d44db92-8130-438c-868b-f737f7e40ef2,30.8043158,72.2069276,پاکستان,38.9022136,-9.0443293,Portugal,1573683071,1573719071,{},115.78,4,0,0,0,{},[],[],[],3,false,18.37,Multi-tiered real-time framework,undefined,undefined,undefined
68a1460b-5934-426e-a772-536e462c53ba,WBAHN83598D670139,"[{""userId"":""Arliene"",""passengers"":2},{""userId"":""Mathilda"",""passengers"":2},{""userId"":""Reiko"",""passengers"":2}]",274c501d-1e29-42ce-9ba9-a8dce687589d,12.5258542,-86.2907568,Nicaragua,55.0764307,98.8426483,Россия,1546661603,1546730003,{},8.06,0,166.27,6.39,170.26,{},[],[],[],1,true,172.81,Horizontal systematic instruction set,undefined,undefined,undefined
264b0b41-c119-40d3-901e-8139af7b5811,WVGAV7AX8AW827961,"[{""userId"":""Drusi"",""passengers"":1},{""userId"":""Gilly"",""passengers"":2}]",a3cc0cda-b92c-4ce7-95be-7cedc29b5c9e,10.3231036,-3.1679257,Burkina Faso,-21.609128,166.2143471,France,1570587476,1570623476,{},197.46,4,0,0,0,{},[],[],[],2,true,128.76,Triple-buffered leading edge software,undefined,undefined,undefined
23b872dd-6984-4875-9f7e-7f62543dfb1c,WBA1F9C57FV426565,"[{""userId"":""Shelby"",""passengers"":1},{""userId"":""Lucky"",""passengers"":2},{""userId"":""Tammy"",""passengers"":1}]",0942b9f3-31ae-4b37-b15b-3b5e2803e8de,-8.1145,115.1021,Indonesia,16.7620996,-93.1560055,México,1560739491,1560782691,{},6.13,3,0,0,0,{},[],[],"[{""coordinate"":{""latitude"":-3.7924795,""longitude"":-39.2698136},""moment"":1560865491,""state"":0,""user"":""Maurits""},{""coordinate"":{""latitude"":45.8829678,""longitude"":19.9675163},""moment"":1560797091,""state"":1,""user"":""Enoch""},{""coordinate"":{""latitude"":43.6709677,""longitude"":26.7336839},""moment"":1560797091,""state"":0,""user"":""Bertrando""},{""coordinate"":{""latitude"":34.1009765,""longitude"":114.2138957},""moment"":1560807891,""state"":0,""user"":""Chadwick""}]",3,false,89.47,Inverse optimizing support,undefined,undefined,undefined
